,E.name,E.countries,total
515,AMMEX TRADE S.A.,Switzerland,1
516,HEREFORD PROPERTY INVESTMENTS LIMITED,Ireland,2
517,BRISTOL INDUSTRIES LTD.,Switzerland,8
518,DIARIO ASSETS S.A.,British Virgin Islands,2
519,FIVE STARS INVEST CORP.,Switzerland,1
520,EUROPEAN MARKETING CONSULTING LIMITED,Monaco,2
521,C-TEL INC.,Switzerland,1
522,H.H.L. INVESTMENTS LIMITED,Switzerland,1
523,BROADCROFT INTERNATIONAL LIMITED,Netherlands,1
524,ELECTRON S.A.,Luxembourg,2
525,ALMOND BUSINESS LTD.,Switzerland,1
526,MAISIE LIMITED,Ireland,4
527,HIGHBURY CORPORATION,Ireland,2
528,RAMSES S.A.,Panama,2
529,MENTHAN CONSULTING INC.,Panama,2
530,MAYOTTE MARKETING CORPORATION,Switzerland,1
531,GM GENERAL MANAGEMENT LIMITED,Switzerland,1
532,RIVERSDALE INVESTMENTS LIMITED,Switzerland,1
533,SECURITY PROPERTY GROUP INC.,Switzerland,1
534,EBEKA LIMITED,Switzerland,1
535,EARLIMART LIMITED,Guernsey,1
536,SIRETT INDUSTRIES LIMITED,Switzerland,2
537,AQUIFER TRADING LIMITED,Jersey,2
538,SOUTH FACE LTD.,Monaco,4
539,PINERIDGE HOLDINGS LIMITED,Hong Kong,2
540,ARMAGEDDON INC.,Luxembourg,2
541,LONERO INVESTMENTS INC.,Russia,1
542,S.A.M. ART LIMITED,Switzerland,4
543,BENDIGO INC.,Panama,2
544,CHARLOTTE INVESTMENT LTD.,Switzerland,1
545,WESTMINSTER TRADING LTD.,Lebanon,3
546,TAMWIN LIMITED,Hong Kong,1
547,FIGHOLD S.A.,Switzerland,1
548,CROSSWELL LIMITED,Ireland,1
549,GAGA LTD.,Lebanon,2
550,KENNETH MARKETING LIMITED,Switzerland,3
551,AROSA HOLDING INC.,Switzerland,2
552,KAWAMURA SECURITIES INC.,Spain,8
553,BALCANO S.A.,Brazil,2
554,MIROS HOLDING S.A.,,4
555,VULCAN WORLDWIDE TRADING CORP.,Switzerland,1
556,MCDOWELL CONSULTANTS CO. LTD.,Spain,4
557,FEBSA HOLDING LTD.,Switzerland,2
558,ALLEYNEDALE HALL LTD.,Malta,1
559,SINCLAIR BUSINESS CORPORATION,Bahamas,2
560,WESTWIDE INVESTMENTS LIMITED,Monaco,1
561,NEONLIGHT COMPANY LIMITED,Hong Kong,1
562,GLENVILLE INDUSTRIES LIMITED,Switzerland,1
563,CEIBA S.A.,Monaco,1
564,REWEN INTERNATIONAL LTD.,Guernsey,2
565,ALTAVERA CONSULTANTS S.A.,Brazil,2
566,RETOMAN INVESTMENTS LTD.,Switzerland,1
567,MERRINGTON TRADING LIMITED,Switzerland,1
568,PERKINS LTD. - ex - PERKINS INTERNATIONAL LTD.,Switzerland,4
569,"MONGKOK JEWELRY PARTS MFY., LTD.",Hong Kong,2
570,BRIGHTSIDE REAL ESTATE LIMITED,Switzerland,1
571,PALMLAND INVESTMENTS LIMITED,Switzerland,25
572,FIRST ROCK INVESTMENTS INC.,Switzerland,2
573,SHAHER TRADING COMPANY LIMITED,Jersey,4
574,FUTINCO LTD.,Switzerland,2
575,TBRHOLD S.A.,Switzerland,1
576,COMBINED VENTURES CORP.,Switzerland,4
577,HUMAN DIAGNOSTICS CORPORATION,Brazil,4
578,AZURITE S.A.,Brazil,2
579,MASTERSON HOLDINGS LTD.,Switzerland,4
580,CARMINDA LIMITED,Switzerland,6
581,FINEN INVESTMENTS INC.,Switzerland,1
582,LINVER FINANCE LIMITED,Luxembourg,2
583,TUDOR GROUP INC.,Switzerland,1
584,THE RANDALL GROUP INC.,Switzerland,2
585,JULIENNE PROPERTIES LIMITED,Jersey,2
586,DUCY & DUCKIE LIMITED,Hong Kong,2
587,GEODORI COMPANY LIMITED,Hong Kong,1
588,"DELFOS, ROSTY LTD.",United Kingdom,50
589,GREENCASTLE FINANCE CORP.,Switzerland,1
590,DATURA LTD.,Switzerland,3
591,SANDERSON INTERNATIONAL LIMITED,Switzerland,8
592,MARTIN LTD.,Switzerland,2
593,IZACA S.A.,Switzerland,1
594,CADACO TRADING INC.,Switzerland,2
595,CHASESIDE MANOR PROPERTIES LTD.,Isle of Man,1
596,FUTURE INVESTMENTS GROUP LTD.,Luxembourg,1
597,NORTH FACE LTD.,Monaco,4
598,ENERGO COMPANY S.A.,Switzerland,1
599,FOXWELL INTERNATIONAL LIMITED,Switzerland,1
600,EDELWEISS FINANCE LTD.,Switzerland,2
601,WHITEGROVE TRADING CORPORATION,Switzerland,2
602,OFFTEK LIMITED,Switzerland,1
603,SACSOL INVESTMENT CORP.,Liechtenstein,2
604,WORLD BUNKERS INC.,Switzerland,1
605,PORTSEA LIMITED,Panama,10
606,S.B.E. INVESTMENTS LTD.,Switzerland,3
607,BAROCO LTD.,Switzerland,4
608,METBERRY INC.,Cyprus,4
609,JARDIN INTERNATIONAL LTD.,Switzerland,2
610,XISCO - INTERNATIONAL TRADING LTD.,Portugal,1
611,LEMANS LTD.,Switzerland,20
612,CINNABAR S.A.,Uruguay,4
613,E-EMPIRE LTD.,Panama,1
614,CHAPLAIN INTERNATIONAL LIMITED,Switzerland,1
615,CHARBERTLYN S.A.,Israel,3
616,MAGIC DIA. LTD.,Switzerland,1
617,DASHBURN S.A.,Switzerland,1
618,TRIDENT INVESTMENTS LTD.,Switzerland,1
619,EXAGON INVESTMENT LIMITED,Panama,2
620,PACTIA ARIANA LTD.,Switzerland,1
621,HARTFORD INTERNATIONAL LIMITED,Switzerland,1
622,INTEGRATED SERVICES FOR ENTERPRISES - I.S.E. LTD.,Switzerland,4
623,MICHAEL HOLDINGS S.A.,Brazil,2
624,LOWDER INVESTMENTS LTD.,Greece,2
625,GOLDEN APPLE MANAGEMENT LIMITED,Hong Kong,1
626,REDHILL INTERNATIONAL LTD.,Switzerland,2
627,NORBEST FINANCE CORP.,Gibraltar,2
628,KENTWOOD CO.,Panama,2
629,LUXCO INVESTMENT & DEVELOPMENT LTD.,Hong Kong,1
630,"SFERA I, SERVICES LIMITED",Portugal,2
631,TACOMA BUNKERING LTD.,Switzerland,1
632,MAVISA TRADING INC.,Switzerland,2
633,HEADLEY INTERNATIONAL LIMITED,Switzerland,2
634,MERYMON TRADING CORPORATION,Switzerland,2
635,BENTO CORP.,Panama,2
636,ALTUR HOLDINGS INC.,Switzerland,1
637,VESCO FINANCE INC.,Switzerland,1
638,IMSO MARKETING CORPORATION,Switzerland,2
639,ELVER CAPITAL LTD.,Luxembourg,3
640,STAR GEAR TECHNOLOGIES LIMITED,Hong Kong,1
641,CUVERDON TRADING CORP.,Switzerland,4
642,SEXTANT ENTERPRISES LTD.,Switzerland,8
643,FOREMAN INTERNATIONAL LTD.,Switzerland,8
644,COFEVI SECURITIES LTD.,Switzerland,2
645,EWEN TRADING INC.,Monaco,4
646,KENMAR INTERNATIONAL LTD.,Switzerland,2
647,VINSO MANAGEMENT LTD.,Russia,1
648,KERMON CAPITAL INC.,Luxembourg,10
649,DUNSTAN INVESTMENTS LIMITED,Bahamas,2
650,LOWELL GROUP LTD.,Switzerland,2
651,BAILEY ASSETS MANAGEMENT INC.,Switzerland,2
652,LACEWOOD INVESTMENTS LIMITED,Isle of Man,1
653,ENDER TRADING S.A.,Monaco,2
654,DASHLINK INTERNATIONAL LTD.,Switzerland,2
655,ROSEMOUNT PARTNERS S.A.,Switzerland,2
656,BRAYTON INTERNATIONAL LIMITED,Switzerland,8
657,KENRITE HOLDING LTD.,Switzerland,2
658,ROCK ISLAND ENTERPRISES INC.,Switzerland,1
659,DORLING INTERNATIONAL LIMITED,Switzerland,2
660,FINCOSA COMPANY LIMITED,Switzerland,1
661,FIVEST INVESTMENTS LIMITED,Switzerland,1
662,COFFOR MIDDLE EAST LTD.,Switzerland,2
663,R.H. - RAINBOW HOLDING S.A.,Switzerland,8
664,CERGALL TRADING LTD.,Switzerland,1
665,MALLET ASSETS S.A.,Luxembourg,2
666,EUROGROUP HOLDING LTD.,Monaco,2
667,EXELMANS LTD.,Switzerland,1
668,CAMBERLEY HOLDINGS LTD.,Panama,2
669,ATLAS LTD.,Italy,1
670,FIDDLER INTERNATIONAL TRADING CO. LTD.,Switzerland,1
671,WEBSTER INTERNATIONAL LTD.,Switzerland,4
672,KARIS MANAGEMENT LIMITED,Jersey,1
673,BELLE FIELDS OVERSEAS LIMITED,Switzerland,1
674,ATILAS TRADING LTD.,Switzerland,1
675,BELA PROPERTIES S.A.,Switzerland,1
676,BREGGON CAPITAL S.A.,Switzerland,3
677,DAMBURY PROPERTIES LIMITED,Switzerland,1
678,COMEPRO INVESTMENTS LIMITED,Switzerland,3
679,MENYTZ HOLDING INC.,Switzerland,2
680,EVALOR FINANCE CORPORATION,Switzerland,1
681,YORK PLACE INVESTMENTS LTD.,Jordan,1
682,MINCOSA FINANCE LIMITED,Liechtenstein,2
683,MAXCON INVESTMENT LTD.,Hong Kong,1
684,PAPAIA LTD.,Switzerland,4
685,ARPS FINANCIAL INC.,Bahamas,1
686,NINDALE EQUITIES INC.,Hong Kong,4
687,LIVINGSTONE INVESTMENT LTD.,Switzerland,1
688,LOGISTICA INTEGRATA 2000 LTD.,Switzerland,4
689,BLUEGRASS CORP.,Panama,1
690,SCHNORENCO LIMITED,Switzerland,2
691,GLOBAL MANAGEMENT HOLDINGS LTD.,Switzerland,1
692,IP PROJECTS LTD.,Switzerland,6
693,MAXWIL LTD.,Switzerland,2
694,BEX HOLDING LTD.,Lebanon,1
695,NOVEL CONSULTING CORP.,Panama,2
696,DAVESTON CORPORATION,Switzerland,7
697,NEWCO FINANCE INC.,Switzerland,2
698,JOYCO INTERNATIONAL LTD.,Hong Kong,2
699,NERCOL INVESTMENTS LTD.,Switzerland,1
700,BRADFORD HOLDINGS INC.,Gibraltar,1
701,GOLD ROXY INVESTMENTS LIMITED,Hong Kong,2
702,HEIMCO LIMITED,Russia,1
703,ALLENSWOOD INC.,Luxembourg,4
704,HEADLAND INVESTMENTS GROUP CORP.,Luxembourg,4
705,THE PRESIDENT INC.,Switzerland,31
706,KOSSEN LTD.,Hong Kong,3
707,Bluegarden Investments S.A.,Switzerland,1
708,LANGFORD PORTFOLIO INC.,Bahamas,1
709,MACKSVILLE CORP.,Brazil,2
710,PODERINO LIMITED,Switzerland,8
711,CLARISSE FINANCIAL S.A.,Andorra,4
712,LITTLEFEW LIMITED,Guernsey,1
713,SALFORD HOUSE LTD.,Switzerland,4
714,JETSTAR ENTERPRISES COMPANY S.A.,United Arab Emirates,1
715,HOOVERDON INVESTMENTS CORP.,Monaco,1
716,PALL MALL ASSETS S.A.,Switzerland,1
717,RIDGWAY PROPERTIES S.A.,Switzerland,1
718,AMBER WORLDWIDE CORPORATION,Switzerland,1
719,BAYQUAI MANAGEMENT S.A.,Switzerland,4
720,HALDON HOLDINGS S.A.,Luxembourg,4
721,NUCLEUS ENERGY Inc.,Switzerland,1
722,ROCKGLEN HOLDING INC.,Switzerland,1
723,ROCKSTAIN FINANCE INCORPORATED,United Arab Emirates,1
724,HOXTER INTERNATIONAL S.A.,United Arab Emirates,1
725,DAWDERSON FINANCE S.A.,Switzerland,2
726,CALVERT CORP,Jersey,2
727,GVA CORPORATE SERVICES S.A.,Switzerland,1
728,ORION CORPORATE SERVICES S.A.,Switzerland,1
729,GAJAIR PROPERTIES INC.,Monaco,1
730,SATIN S.A.,Panama,2
731,BERTRAND INDUSTRIES INC.,Seychelles,2
732,OSCAR FINANCE INVESTMENTS S.A.,United Kingdom,1
733,FOUDJIN MANAGEMENT CORP.,United Arab Emirates,1
734,LEWISLAND S.A.,Luxembourg,2
735,MIRTA INVESTMENT LTD.,Russia,1
736,SHELBURN EQUITY FINANCE LTD.,Switzerland,1
737,PEBBLE ASSOCIATES LIMITED,Hong Kong,1
738,KWC SPORTS INC.,Luxembourg,4
739,GALYA LTD.,Panama,2
740,Zybach Finanz AG,Guernsey,1
741,AWADEN MANAGEMENT S.A.,Switzerland,1
742,KASSEN GROUP LTD.,Switzerland,1
743,TRANS ATLANTIC PROPERTIES LTD.,Lebanon,2
744,BROOKLYN INTERNATIONAL LTD.,Hong Kong,1
745,SPE SOCIETA' PROGETTAZIONI ESTERE SPA,Switzerland,4
746,DAKIN INTERNATIONAL LTD.,Switzerland,1
747,LOTUS FLOWER CORP.,Brazil,8
748,"PARDEN HOLDING, S.A.",Andorra,1
749,RB Conseils S.A.,Cyprus,4
750,FRANCIA GLOBAL CORP.,Luxembourg,4
751,KITTO IMPEX LIMITED,Russia,1
752,CARWOOD LTD.,Switzerland,4
753,GESTINA MANAGEMENT LTD.,Liechtenstein,1
754,SANTINA LIMITED,Liechtenstein,1
755,SURAMIS S.A.,Luxembourg,2
756,AVERA FINANCIAL CORP.,Guernsey,1
757,GRANDEUR RESOURCES LIMITED,Isle of Man,1
758,FRONT TRADING INC.,Panama,1
759,CUMNOR HOLDINGS INC.,Switzerland,4
760,ITECSA GROUP LTD.,Switzerland,2
761,M.T.L. LTD.,Seychelles,6
762,NAVACERRADA LIMITED,Switzerland,1
763,LES PECHEURS S.A.,Luxembourg,2
764,Estorilio Limited,Liechtenstein,1
765,Abidos Limited,Liechtenstein,1
766,IXORA INVESTMENTS LIMITED,Singapore,1
767,FORDWORTH LTD.,Monaco,4
768,SUN HUNG KAI INFRASTRUCTURE (CHINA) HOLDINGS LIMITED,Hong Kong,1
769,KELPIE MARKETING CORP.,Monaco,7
770,TONBOSI INC.,Switzerland,1
771,FNB ENGINEERING LTD.,Singapore,5
772,COVEMILL HOLDINGS LIMITED,Guernsey,1
773,LONG BUSINESS LIMITED,Hong Kong,1
774,MICRODANE HOLDINGS INC.,Luxembourg,1
775,JOIN SMART ENTERPRISES LTD.,Hong Kong,1
776,EAST PARK MARKETING S.A.,Luxembourg,3
777,VENDOME CORPORATE SERVICES S.A.,Luxembourg,2
778,YUEN HING ENTERPRISES COMPANY LIMITED,Hong Kong,3
779,BAILBROOK INVESTMENT LTD.,United Kingdom,2
780,FORTISSIMO INTERNATIONAL LTD.,Singapore,2
781,MAIRA HOLDINGS LIMITED,United Kingdom,1
782,ZILPIX LIMITED,Switzerland,2
783,CLAYMOUNT HOLDINGS LIMITED,Switzerland,1
784,ANGLO UNIVERSAL HOLDINGS LIMITED,Azerbaijan,1
785,SUNNYFIELD PROPERTIES INC.,Gibraltar,4
786,SCHOLAR ENTERPRISES COMPANY LIMITED,Hong Kong,1
787,SUN HUNG KAI (ROUTE 3) LIMITED,Hong Kong,1
788,MAXIMWIN INTERNATIONAL LIMITED,Hong Kong,1
789,SONHOS PROPERTIES LIMITED,Guernsey,2
790,OSK INTERNATIONAL CORPORATION,Switzerland,2
791,B & F IMPORTS INC.,Switzerland,1
792,COFINA GROUP INC.,Switzerland,2
793,KENSHAW MARKETING INC.,Switzerland,1
794,NEWIN COMPANY S.A.,United Arab Emirates,1
795,DI COMO S.A.,United Kingdom,2
796,GREEN MINING ECOLOGY CORP.,United Arab Emirates,3
797,KLYDE INVESTMENTS CAPITAL S.A.,United Arab Emirates,1
798,UNDERWOOD MANAGEMENT CORP.,Switzerland,1
799,EGREMAN GROUP ENGINEERING S.A.,Monaco,1
800,EARTH COMPANY LIMITED,United States,4
801,ENGETAL PROPERTIES LIMITED,Switzerland,2
802,DENJAY INVESTMENTS INC.,Switzerland,1
803,LATITUD 33 CORP.,Bahamas,12
804,91 INVESTMENTS INC.,Seychelles,3
805,UNIFONDO COMERCIAL INC.,Andorra,4
806,MORANIS INTERNATIONAL S.A.,Switzerland,1
807,COASTMONT CORP.,Luxembourg,4
808,FERNTREE GROUP S.A.,Switzerland,4
809,LIENA COMPANY S.A.,Malta,1
810,BERRYWOOD OVERSEAS CORP.,Monaco,1
811,FULLFORD HOLDINGS GROUP INC.,Monaco,1
812,COLINDALE BUSINESS INC.,Colombia,1
813,ARQUANT SERVICES S.A.,Switzerland,1
814,BERU INVESTMENTS INC.,Lebanon,1
815,PANOGRAPH INVESTMENTS INC.,Switzerland,2
816,FINNID INTERNATIONAL INC.,Seychelles,10
817,KATONY S.A.,Luxembourg,2
818,WILBURN HOUSE LTD.,Monaco,4
819,MEDIA ASSETS PARTNERS LTD.,Monaco,1
820,W.T.E.-WORLD TRADE EXCLUSIVE LTD.,Monaco,4
821,VICTORIA COMPANY AND SONS LTD.,Switzerland,2
822,H & A DIAMONDS LTD.,Switzerland,1
823,MACHINI S.A.,Switzerland,1
824,PENTAGRAM S.A.,Switzerland,8
825,FUTURE VISION CORP.,Brazil,4
826,SATELLITE LIMITED,Switzerland,2
827,RISE INVEST S.A.,United Arab Emirates,2
828,CAMROSE LIMITED,Jersey,2
829,COPRIFIN INVESTMENTS LIMITED,Bahamas,2
830,PALLADIUM HOUSE LTD.,Switzerland,4
831,BALER INTERNATIONAL INC.,Switzerland,1
832,BRINDALE LIMITED,United Kingdom,1
833,KENSIC GROUP LIMITED,Hong Kong,2
834,BORIA PINE GROUP LIMITED,Hong Kong,1
835,"YENON CO., LTD.",Hong Kong,3
836,WORLD LEADERS GROUP LIMITED,Hong Kong,15
837,Keymer  Inc.,Uruguay,2
838,BIMER ASSETS OVERSEAS INC.,Panama,1
839,FAST-TRACK TRADING S.A.,Bahamas,2
840,CAVESIDE EQUITIES CORP.,Switzerland,1
841,Starcel SPRL S.A.,United Kingdom,4
842,ROBERTSON INTERNATIONAL S.A.,Switzerland,1
843,KEETOL ASSET MANAGEMENT S.A.,Switzerland,1
844,TWINET CORPORATION,Switzerland,2
845,EVRY CORP.,Panama,2
846,Rousseau Asset Management Ltd.,Switzerland,1
847,DEKAY GROUP S.A.,Lebanon,1
848,NADER ENTERPRISES INC.,Switzerland,1
849,LEVINE ASSETS GROUP INC.,Switzerland,1
850,LENTLEY BUSINESS S.A.,Guatemala,4
851,SUNCATCHER LIMITED,United Kingdom,2
852,CERYS EQUITIES CORP.,Switzerland,1
853,COURNON TECHNOLOGIES CORP.,Switzerland,1
854,QUINATA INDUSTRIES CORPORATION,Switzerland,2
855,QUADRA MANAGEMENT INC.,Switzerland,1
856,REDYARD INTERNATIONAL S.A.,Switzerland,1
857,ARIANOSA CORP.,Switzerland,4
858,FRESNORE CONSULTING INC.,Switzerland,4
859,OCKWELL TRADING INC.,Brazil,10
860,GOTHAN FINANCIAL SERVICES INC.,Switzerland,1
861,SABAN VENTURES CORP.,Panama,2
862,SURREY GARDENS LTD.,Monaco,4
863,LAKER INDUSTRIES S.A.,Monaco,1
864,WILSMEAD ESTATES INCORPORATED,United Arab Emirates,1
865,ECOSFERA ICOTEC S.R.L.,Switzerland,4
866,CLOUDED YELLOW LTD.,Luxembourg,2
867,URIEL HOLDING INC.,Luxembourg,2
868,OREL ENTERPRISES S.A.,Switzerland,4
869,KAWOBER INVESTMENTS CORP.,Switzerland,1
870,STELLA CAPITAL CORP.,Brazil,1
871,GIUDECCA INTERNAZIONALE LTD.,Panama,6
872,Tea Gardens Ltd.,Monaco,4
873,SAMBAL ASSET MANAGEMENT S.A.,Switzerland,1
874,FABORG OVERSEAS GROUP S.A.,Switzerland,1
875,ROZA DEVELOPMENTS S.A.,Venezuela,4
876,METRO TEAM INC.,Luxembourg,4
877,BARABAS S.A.,Switzerland,1
878,IGRAM BUSINESS S.A.,Luxembourg,4
879,VADER ENTERPRISES GROUP S.A.,Switzerland,1
880,Grand Team Corp.,British Virgin Islands,4
881,MANUELA INVESTMENT WORLD S.A.,Switzerland,1
882,CASPIRUS EQUITIES CORP.,Switzerland,1
883,HAPPY NEW YEAR S.A.,Monaco,1
884,JEPARO S.A.,Switzerland,4
885,STOBIOS S.A.,Luxembourg,4
886,Edilit Group Inc.,Switzerland,1
887,CASMONT SERVICES INC.,Luxembourg,1
888,DORINIC S.A.,Panama,1
889,Emanagement Inc.,Switzerland,1
890,HAMMADA S.A.,Luxembourg,2
891,KEY-WEST CORP.,Panama,2
892,ETABLISSEMENT MEDITERRANEEN D'INVESTISSEMENTS LTD.,Switzerland,1
893,GRETNA INVESTMENTS GROUP S.A,Switzerland,1
894,CADBURY DEVELOPMENT INC.,Luxembourg,4
895,CAMARFIL HOLDING S.A.,Monaco,4
896,BURKEM ASSOCIATES S.A.,Switzerland,1
897,MANTHRA PROPERTIES S.A.,Uruguay,2
898,DILLON PROTECTORS INC.,United Arab Emirates,2
899,TUCKER OVERSEAS CORP.,Switzerland,1
900,NIARGO CORP.,Luxembourg,4
901,GRAFITO TRADING CORP.,United Arab Emirates,1
902,NIARKOS HOLDING LIMITED,Monaco,2
903,ALMOR CAPITAL INC.,Switzerland,1
904,HARRINGTON ADVERTISING COMPANY LTD.,Switzerland,1
905,WAGRAM HOLDINGS LTD.,Monaco,4
906,STRATSTONE REAL ESTATES S.A.,Monaco,2
907,TRIVEX HOLDINGS S.A.,Switzerland,4
908,WILLOWDALE CONSULTING S.A.,Panama,4
909,BLECKNER ASSOCIATES CORP.,Switzerland,1
910,LANDSIGHT HOLDINGS LIMITED,Hong Kong,1
911,COLWYN INTERNATIONAL CORPORATION,Switzerland,10
912,CRYSTAL INVESTMENTS LTD.,Panama,2
913,SHANNON BUILDING TECHNOLOGIES LTD.,Switzerland,2
914,PINEGROVE RESOURCES INC.,Guatemala,4
915,VIRARY LTD.,Switzerland,1
916,ENTRELAGOS HOLDINGS ASSETS S.A.,Switzerland,1
917,RICHLAND CONSULTANTS LIMITED,Hong Kong,1
918,BLUEFIELD SECURITIES LTD.,Switzerland,2
919,NERIMA INTERNATIONAL S.A.,United Kingdom,2
920,TARTAC S.A.,Switzerland,1
921,LAFTUS EQUITIES CORP.,Switzerland,2
922,VALEDA INC.,Luxembourg,4
923,ADCROFT HOLDINGS INCORPORATED,Switzerland,3
924,ELSON HOLDING BUSINESS INCORPORATED,Switzerland,1
925,JASON CAPITAL INC.,Switzerland,1
926,GREYSTONE ASSETS GROUP CORPORATION,Bahamas,1
927,GREENFORD MANAGEMENT INC.,Isle of Man,4
928,KENVILLE DEVELOPMENT INC.,Brazil,1
929,ROKA RWANDA COLUMBO TANTALITE COLTAN VI CORP,Switzerland,25
930,DENGAN OVERSEAS CORP.,Switzerland,1
931,ERLAND ASSETS CORPORATION,Switzerland,2
932,BTB INVESTMENTS LIMITED,Jersey,2
933,BRADFORD DEVELOPMENT COMPANY S.A.,Switzerland,1
934,PORTSIDE TECHNOLOGIES LTD.,Switzerland,2
935,VISION OF ENERGY INC.,Luxembourg,4
936,MARLAN WORLDWIDE LTD.,Liechtenstein,2
937,MAJESTIC REAL ESTATE LTD.,Switzerland,1
938,DOKITTS INDUSTRIAL LTD,Hong Kong,1
939,GREAT EXPECTATIONS LTD.,Lebanon,1
940,NARBONNE S.A.,Luxembourg,2
941,PENN INVESTORS LIMITED,Luxembourg,2
942,HEWLOT COMPANY INC.,Switzerland,1
943,ERGO BUSINESS CORP.,Switzerland,2
944,RONCO ENGINEERING CORP.,Monaco,2
945,DRACO COMPANY CORPORATION,Switzerland,4
946,CLAPTON GARDENS LTD.,Switzerland,4
947,JPM CAPITAL CORP.,Uruguay,10
948,STAR CAT INTERNATIONAL CORPORATION,Switzerland,2
949,FANSHIP CORP.,Switzerland,1
950,SAVOY INVESTMENTS LIMITED,Switzerland,2
951,MEDUSA RESEARCH S.A.,Panama,2
952,FLAMEN LTD.,Monaco,1
953,GRAPHIC RENTAL LTD.,Switzerland,2
954,CAPFIN HOLDING LTD.,Switzerland,1
955,FORMAN ENGINEERING INC.,Switzerland,5
956,KEWIEN MANAGEMENT S.A.,Switzerland,1
957,TEMPO TEAM CONSULTING INC.,Luxembourg,4
958,SIMAC TEAM INC.,Luxembourg,4
959,PRESTWICK OVERSEAS HOLDING S.A.,United Arab Emirates,1
960,ROKA RWANDA COLUMBO TANTALITE COLTAN X CORP.,Switzerland,25
961,ROKA RWANDA COLUMBO TANTALITE COLTAN XI CORP.,Switzerland,25
962,KULMANK ASSOCIATES S.A.,Switzerland,1
963,TIPPORA S.A.,Switzerland,4
964,SOLEBY OCEAN S.A.,Monaco,1
965,BILTON INVESTMENTS CAPITAL S.A.,Switzerland,1
966,MERRIDALE PROPERTY S.A.,Luxembourg,4
967,INBELLY CORP.,Lithuania,4
968,FORTREND CONTINENTAL INC.,Cyprus,1
969,RDH HOLDINGS LIMITED,Hong Kong,2
970,NATURE OVERSEAS CORP.,Panama,4
971,DS-STRATEGIC FINANCE INC.,Switzerland,1
972,VALLERTON CORP.,Switzerland,1
973,INTELLIGENT AND INFORMATION SYSTEMS INC.,Switzerland,4
974,DIMECO TRADING INC.,Switzerland,1
975,MILBUR CAPITAL CORP.,Switzerland,1
976,QUESTUS HOLDINGS INC.,Switzerland,1
977,STRATFORD ENTERPRISES CORP.,Switzerland,1
978,PADDINGTON HOLDING LTD S.A.,Luxembourg,4
979,GLENGARTH INDUSTRIES S.A.,Switzerland,1
980,LERMAN HOLDING LTD.,United States,1
981,EASTCASTLE INVESTMENTS CORP.,Switzerland,2
982,ORBIA FINANCE S.A.,Switzerland,1
983,BREWISTHILL GLOBAL CORP.,Switzerland,2
984,LANRELOI INC.,Luxembourg,4
985,ROKA RWANDA COLUMBO TANTALITE COLTAN VII CORP.,Switzerland,25
986,HOUGHTON CORPORATION,Switzerland,1
987,"LATIN AMERICAN TRADE & ACQUISITIONS, S.A.",Colombia,1
988,UTOPIUS CONSEILS S.A.,Switzerland,4
989,ROOT CAPITAL INC.,Switzerland,5
990,FAUING GLOBAL S.A.,Switzerland,1
991,TISALVER INVESTMENTS S.A.,Switzerland,3
992,ERIDANI DEVELOPMENT S.A.,Switzerland,3
993,CONDUCT HOLDINGS LTD.,Panama,2
994,INTERNATIONAL FINANCIAL HOLDING LTD.,Lebanon,1
995,DEPORSOL INT. CORP.,Monaco,1
996,HOLSTOCK INVESTMENTS GROUP S.A.,United Arab Emirates,2
997,GREENCIRCLE LTD.,Lebanon,3
998,TRESADERN HOLDINGS LIMITED,Switzerland,1
999,CORMORAN GROUP INC.,Panama,2
1000,LINLEY CONSULTANCY S.A.,Switzerland,1
1001,Roll Line Services S.A.,Switzerland,2
1002,CIMARRON DEVELOPMENT S.A.,Luxembourg,2
1003,L.P.-LIPTON PROPERTIES LTD.,Switzerland,4
1004,ELALIT REAL ESTATE S.A.,Switzerland,1
1005,HOSEF SERVICES S.A.,Switzerland,1
1006,NABAX OVERSEAS S.A.,Switzerland,1
1007,BIRCHDALE OVERSEAS CORPORATION,Switzerland,1
1008,FOSCO CONSULTANTS INC.,Switzerland,1
1009,SEAWAY LIMITED,Luxembourg,2
1010,DEEP FOREST S.A.,Luxembourg,2
1011,DALFOR LTD.,Italy,1
1012,WARREN INTERNATIONAL LTD.,Switzerland,4
1013,IBANEST RESOURCES LIMITED,Switzerland,2
1014,LANDWELL HOLDINGS INC.,Uruguay,1
1015,Shareman Holding S.A.,Switzerland,1
1016,KOMIR INC.,Belgium,2
1017,FORESTER INDUSTRIES LTD.,Switzerland,4
1018,Movitrade International Corporation,Monaco,6
1019,SKEL INDUSTRIAL CORP.,Switzerland,1
1020,IVAR PROPERTY S.A.,Switzerland,1
1021,WERTEC MANAGEMENT INC.,Luxembourg,4
1022,MELODY SHIPPING S.A.,Switzerland,1
1023,Zuro Limited,Switzerland,1
1024,GREENOCEAN CORP.,Hungary,1
1025,MELFIELD LIMITED,Switzerland,1
1026,NORTEL INVEST & TRADE INC.,Cyprus,2
1027,SUNRISE EQUITIES LIMITED,Luxembourg,2
1028,OLIVANO HOLDINGS S.A.,Switzerland,1
1029,TILDA INTERNATIONAL CORP.,Luxembourg,4
1030,EMERANDE S.A.,Switzerland,4
1031,KASTEL HOLDING S.A.,Switzerland,1
1032,EVERISE INC.,Switzerland,1
1033,SMITHFIELD INTERNATIONAL HOLDINGS CORP.,Switzerland,2
